row_id,series,metric,year,value,unit,sex,age_group,nationality,country_of_origin,region,source_name,source_publication,source_table,source_url,confidence,notes
688,flow_immigration_from_abroad,count,1998,21,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
689,flow_immigration_from_abroad,count,2000,152,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
690,flow_immigration_from_abroad,count,2001,200,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
691,flow_immigration_from_abroad,count,2004,292,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
692,flow_immigration_from_abroad,count,2005,349,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
693,flow_immigration_from_abroad,count,2006,367,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
694,flow_immigration_from_abroad,count,2007,413,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
695,flow_immigration_from_abroad,count,2008,224,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
696,flow_immigration_from_abroad,count,2009,197,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
697,flow_immigration_from_abroad,count,2010,182,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
698,flow_immigration_from_abroad,count,2011,233,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
699,flow_immigration_from_abroad,count,2012,250,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
700,flow_immigration_from_abroad,count,2013,297,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
701,flow_immigration_from_abroad,count,2014,278,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
702,flow_immigration_from_abroad,count,2015,272,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
703,flow_immigration_from_abroad,count,2016,236,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
704,flow_immigration_from_abroad,count,2017,195,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
705,flow_immigration_from_abroad,count,2018,267,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
706,flow_immigration_from_abroad,count,2019,330,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
707,flow_immigration_from_abroad,count,2020,176,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
708,flow_immigration_from_abroad,count,2021,520,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
709,flow_immigration_from_abroad,count,2022,718,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
710,flow_immigration_from_abroad,count,2023,837,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
711,flow_immigration_from_abroad,count,2024,1482,persons,male,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
712,flow_immigration_from_abroad,count,1998,25,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
713,flow_immigration_from_abroad,count,1999,60,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
714,flow_immigration_from_abroad,count,2000,191,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
715,flow_immigration_from_abroad,count,2001,239,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
716,flow_immigration_from_abroad,count,2004,372,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
717,flow_immigration_from_abroad,count,2005,431,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
718,flow_immigration_from_abroad,count,2006,451,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
719,flow_immigration_from_abroad,count,2007,549,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
720,flow_immigration_from_abroad,count,2008,340,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
721,flow_immigration_from_abroad,count,2009,280,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
722,flow_immigration_from_abroad,count,2010,241,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
723,flow_immigration_from_abroad,count,2011,314,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
724,flow_immigration_from_abroad,count,2012,366,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
725,flow_immigration_from_abroad,count,2013,427,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
726,flow_immigration_from_abroad,count,2014,387,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
727,flow_immigration_from_abroad,count,2015,371,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
728,flow_immigration_from_abroad,count,2016,369,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
729,flow_immigration_from_abroad,count,2017,326,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
730,flow_immigration_from_abroad,count,2018,445,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
731,flow_immigration_from_abroad,count,2019,518,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
732,flow_immigration_from_abroad,count,2020,247,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
733,flow_immigration_from_abroad,count,2021,760,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
734,flow_immigration_from_abroad,count,2022,1068,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
735,flow_immigration_from_abroad,count,2023,1279,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
736,flow_immigration_from_abroad,count,2024,1982,persons,all,40-44,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
737,flow_immigration_from_abroad,count,1998,9,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
738,flow_immigration_from_abroad,count,2000,84,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
739,flow_immigration_from_abroad,count,2001,135,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
740,flow_immigration_from_abroad,count,2004,172,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
741,flow_immigration_from_abroad,count,2005,171,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
742,flow_immigration_from_abroad,count,2006,180,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
743,flow_immigration_from_abroad,count,2007,185,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
744,flow_immigration_from_abroad,count,2008,123,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
745,flow_immigration_from_abroad,count,2009,107,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
746,flow_immigration_from_abroad,count,2010,109,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
747,flow_immigration_from_abroad,count,2011,145,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
748,flow_immigration_from_abroad,count,2012,210,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
749,flow_immigration_from_abroad,count,2013,231,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
750,flow_immigration_from_abroad,count,2014,203,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
751,flow_immigration_from_abroad,count,2015,196,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
752,flow_immigration_from_abroad,count,2016,217,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
753,flow_immigration_from_abroad,count,2017,179,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
754,flow_immigration_from_abroad,count,2018,240,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
755,flow_immigration_from_abroad,count,2019,236,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
756,flow_immigration_from_abroad,count,2020,109,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
757,flow_immigration_from_abroad,count,2021,609,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
758,flow_immigration_from_abroad,count,2022,684,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
759,flow_immigration_from_abroad,count,2023,653,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
760,flow_immigration_from_abroad,count,2024,895,persons,male,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
761,flow_immigration_from_abroad,count,1998,12,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
